"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46480","YP_791865.1","transcriptional regulator","169","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46490","YP_791866.1","3-oxoacyl-ACP synthase","423","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46510","YP_791867.1","hypothetical protein","453","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46520","YP_791868.1","hypothetical protein","380","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46530","YP_791869.1","hypothetical protein","142","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46540","YP_791870.1","hypothetical protein","567","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46550","YP_791871.1","ribonuclease","243","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46560","YP_791872.1","outer membrane protein","134","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46570","YP_791873.1","transcriptional regulator","206","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46580","YP_791874.1","multidrug efflux gene product","372","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46590","YP_791875.1","AcrB/AcrD/AcrF family protein","1030","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46600","YP_791876.1","short chain dehydrogenase","269","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46610","YP_791877.1","hypothetical protein","158","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46620","YP_791878.1","pyridine nucleotide-disulfide oxidoreductase","427","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46630","YP_791879.1","hypothetical protein","279","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46640","YP_791880.1","siderophore receptor","814","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46650","YP_791881.1","transmembrane sensor","281","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46660","YP_791882.1","RNA polymerase ECF-subfamily sigma-70 factor","247","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46670","YP_791883.1","hypothetical protein","108","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46680","YP_791884.1","transporter","478","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46700","YP_791885.1","hypothetical protein","298","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46710","YP_791886.1","transcriptional regulator","217","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46720","YP_791887.1","hypothetical protein","133","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46740","YP_791888.1","hypothetical protein","159","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46750","YP_791889.1","hypothetical protein","369","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46760","YP_791890.1","hypothetical protein","127","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46770","YP_791891.1","hypothetical protein","142","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46780","YP_791892.1","hypothetical protein","138","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46800","YP_791893.1","hypothetical protein","404","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46810","YP_791894.1","RNA polymerase ECF-subfamily sigma-70 factor","408","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46820","YP_791895.1","hypothetical protein","250","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46830","YP_791896.1","hypothetical protein","117","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46840","YP_791897.1","hypothetical protein","236","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46850","YP_791898.1","transcriptional regulator","231","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46860","YP_791899.1","lysine decarboxylase","516","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46880","YP_791900.1","glutathione synthase","530","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46890","YP_791901.1","short-chain dehydrogenase","265","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46900","YP_791902.1","hypothetical protein","153","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46910","YP_791903.1","ABC transporter substrate-binding protein","303","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46920","YP_791904.1","ABC transporter permease","249","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46930","YP_791905.1","ABC transporter permease","223","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46950","YP_791906.1","ABC transporter ATP-binding protein","245","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46960","YP_791907.1","gamma-glutamyltranspeptidase","558","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46970","YP_791908.1","glutaminase-asparaginase","363","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46980","YP_791909.1","two-component sensor","634","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_46990","YP_791910.1","two-component response regulator","426","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47000","YP_791911.1","oxidoreductase","371","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47010","YP_791912.1","hypothetical protein","69","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47030","YP_791913.1","hypothetical protein","184","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47040","YP_791914.1","TerC family protein","516","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47060","YP_791915.1","short chain dehydrogenase","260","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47070","YP_791916.1","hypothetical protein","144","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47080","YP_791917.1","transcriptional regulator","303","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47090","YP_791918.1","protease","643","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47100","YP_791919.1","threonine dehydratase","516","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47110","YP_791920.1","hypothetical protein","136","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47120","YP_791921.1","hypothetical protein","171","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47130","YP_791922.1","hypothetical protein","111","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47140","YP_791923.1","TonB-dependent receptor","733","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47150","YP_791924.1","protoheme IX farnesyltransferase","297","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47160","YP_791925.1","cytochrome o ubiquinol oxidase subunit IV","112","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47180","YP_791926.1","cytochrome o ubiquinol oxidase subunit III","210","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47190","YP_791927.1","cytochrome o ubiquinol oxidase subunit I","659","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47210","YP_791928.1","cytochrome o ubiquinol oxidase subunit II","332","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47230","YP_791929.1","MFS transporter","514","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47240","YP_791930.1","transcriptional regulator","205","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47250","YP_791931.1","hypothetical protein","129","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47260","YP_791932.1","MFS transporter","453","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47270","YP_791933.1","LysR family transcriptional regulator","304","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47280","YP_791934.1","phosphonoacetaldehyde hydrolase","276","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47300","YP_791935.1","2-aminoethylphosphonate--pyruvate transaminase","372","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47310","YP_791936.1","LysR family transcriptional regulator","287","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47320","YP_791937.1","hypothetical protein","175","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47330","YP_791938.1","hypothetical protein","258","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47340","YP_791939.1","HIT family protein","154","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47350","YP_791940.1","hypothetical protein","158","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47360","YP_791941.1","oligopeptidase","684","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47370","YP_791942.1","signal peptidase","180","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47380","YP_791943.1","heme utilization protein","852","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47390","YP_791944.1","transmembrane sensor","328","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47400","YP_791945.1","RNA polymerase ECF-subfamily sigma-70 factor","176","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47410","YP_791946.1","hypothetical protein","150","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47420","YP_791947.1","hypothetical protein","92","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47430","YP_791948.1","metal transporter","317","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47440","YP_791949.1","2-hydroxyacid dehydrogenase","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47450","YP_791950.1","hypothetical protein","98","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47460","YP_791951.1","ribonuclease D","375","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47490","YP_791952.1","hypothetical protein","354","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47500","YP_791953.1","3-mercaptopyruvate sulfurtransferase","285","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47510","YP_791954.1","hydrolase","280","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47520","YP_791955.1","transcriptional regulator","198","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47530","YP_791956.1","hypothetical protein","160","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47540","YP_791957.1","outer membrane protein","425","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47550","YP_791958.1","glutathione peroxidase","185","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47560","YP_791959.1","MFS transporter","400","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47580","YP_791960.1","MarR family transcriptional regulator","150","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47600","YP_791961.1","acyl-CoA dehydrogenase","607","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47610","YP_791962.1","transcriptional regulator","187","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47640","YP_791963.1","major facilitator transporter","502","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47650","YP_791964.1","cobalamin synthase","246","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47660","YP_791965.1","hypothetical protein","195","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47670","YP_791966.1","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase","352","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47680","YP_791967.1","adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase","174","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47690","YP_791968.1","cobyric acid synthase","491","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47720","YP_791969.1","threonine-phosphate decarboxylase","332","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47730","YP_791970.1","cobalamin biosynthesis protein","313","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47750","YP_791971.1","hypothetical protein","219","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47760","YP_791972.1","cobyrinic acid a,c-diamide synthase","436","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47790","YP_791973.1","cob(I)yrinic acid a,c-diamide adenosyltransferase","204","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47800","YP_791974.1","tonB-dependent receptor","617","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47810","YP_791975.1","hypothetical protein","680","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47820","YP_791976.1","transcriptional regulator","223","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47840","YP_791977.1","hypothetical protein","315","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47850","YP_791978.1","hypothetical protein","372","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47860","YP_791979.1","oxidoreductase","418","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47870","YP_791980.1","hypothetical protein","301","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47880","YP_791981.1","transcriptional regulator","289","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47890","YP_791982.1","hypothetical protein","315","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47900","YP_791983.1","MFS transporter","481","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47910","YP_791984.1","transcriptional regulator","225","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47920","YP_791985.1","ABC transporter substrate-binding protein","274","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47930","YP_791986.1","hypothetical protein","581","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47940","YP_791987.1","ABC transporter permease","222","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47950","YP_791988.1","ABC transporter permease","215","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47960","YP_791989.1","ABC transporter ATP-binding protein","241","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_47970","YP_791990.1","hypothetical protein","345","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48000","YP_791991.1","dihydrodipicolinate synthetase","306","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48010","YP_791992.1","semialdehyde dehydrogenase","527","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48020","YP_791993.1","L-malate dehydrogenase","335","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48030","YP_791994.1","methyl-accepting chemotaxis transducer","542","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48040","YP_791995.1","alkaline proteinase inhibitor AprI","132","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48060","YP_791996.1","alkaline metalloproteinase","480","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48090","YP_791997.1","alkaline protease secretion outer membrane protein AprF precursor","482","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48100","YP_791998.1","alkaline protease secretion protein AprE","433","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48115","YP_791999.1","alkaline protease secretion protein AprD","594","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48140","YP_792000.1","hypothetical protein","415","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48150","YP_792001.1","hypothetical protein","114","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48160","YP_792002.1","sensor/response regulator hybrid","859","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48170","YP_792003.1","hypothetical protein","591","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48190","YP_792004.1","transcriptional regulator","187","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48200","YP_792005.1","enoyl-CoA hydratase","266","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48210","YP_792006.1","hydrolase","295","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48230","YP_792007.1","hypothetical protein","34","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48240","YP_792008.1","outer membrane component of multidrug efflux pump","483","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48280","YP_792009.1","multidrug resistance efflux pump","384","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48300","YP_792010.1","MFS transporter","504","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48310","YP_792011.1","transcriptional regulator","261","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48320","YP_792012.1","hypothetical protein","168","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48330","YP_792013.1","hypothetical protein","86","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48340","YP_792014.1","hypothetical protein","680","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48350","YP_792015.1","hypothetical protein","303","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48380","YP_792016.1","hypothetical protein","66","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48390","YP_792017.1","AraC family transcriptional regulator","269","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48400","YP_792018.1","hypothetical protein","117","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48410","YP_792019.1","hypothetical protein","283","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48420","YP_792020.1","transcriptional regulator","203","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48440","YP_792021.1","NAD(P)H dehydrogenase","202","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48450","YP_792022.1","peptidyl-arginine deiminase","373","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48460","YP_792023.1","polyamine ABC transporter substrate-binding protein","371","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48470","YP_792024.1","N-carbamoylputrescine amidohydrolase","304","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48490","YP_792025.1","peptidylarginine deiminase","347","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48500","YP_792026.1","transcriptional regulator","296","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48510","YP_792027.1","hypothetical protein","112","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48520","YP_792028.1","membrane-bound lytic murein transglycosylase A","386","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48530","YP_792029.1","AMP-binding protein","619","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48540","YP_792030.1","hypothetical protein","421","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48550","YP_792031.1","hypothetical protein","205","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48560","YP_792032.1","hypothetical protein","293","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48570","YP_792033.1","2-isopropylmalate synthase","456","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48590","YP_792034.1","hypothetical protein","249","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48600","YP_792035.1","AMP-binding protein","429","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48610","YP_792036.1","sparagine synthase","533","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48620","YP_792037.1","clavaminic acid synthetase","320","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48630","YP_792038.1","MFS transporter","410","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48640","YP_792039.1","hypothetical protein","212","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48650","YP_792040.1","hypothetical protein","233","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48660","YP_792041.1","hypothetical protein","312","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48680","YP_792042.1","hypothetical protein","500","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48700","YP_792043.1","glutathione-regulated potassium-efflux system protein KefB","614","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48710","YP_792044.1","hypothetical protein","158","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48730","YP_792045.1","hypothetical protein","316","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48740","YP_792046.1","hypothetical protein","186","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48750","YP_792047.1","hypothetical protein","136","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48760","YP_792048.1","hydrolase","206","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48770","YP_792049.1","transcriptional regulator","305","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48780","YP_792050.1","hypothetical protein","221","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48790","YP_792051.1","lipoprotein","178","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48800","YP_792052.1","hypothetical protein","206","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48810","YP_792053.1","NAD-dependent deacetylase","257","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48830","YP_792054.1","transcriptional regulator","467","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48840","YP_792055.1","hypothetical protein","255","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48850","YP_792056.1","amino acid permease","473","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48860","YP_792057.1","hypothetical protein","224","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48870","YP_792058.1","C32 tRNA thiolase","275","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_48880","YP_792059.1","bacteriophage integrase","339","Cytoplasmic","Class 3","Primary"
