#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0A855	uniprotkb:P0A912	-	-	uniprotkb:tolB(gene name)|uniprotkb:Tol-Pal system protein TolB(recommended name)|uniprotkb:tolB(display_short)	uniprotkb:pal(gene name)|uniprotkb:Peptidoglycan-associated lipoprotein(recommended name)|uniprotkb:pal(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Bouveret et al. (1995)	pubmed:7744736	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AA25	uniprotkb:P0ABU2	-	-	uniprotkb:trxA(gene name)|uniprotkb:Thioredoxin 1(recommended name)|uniprotkb:trxA(display_short)	uniprotkb:ychF(gene name)|uniprotkb:Ribosome-binding ATPase YchF(recommended name)|uniprotkb:ychF(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Hannemann et al. (2015)	pubmed:26160547	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P45464	uniprotkb:P77399	-	-	uniprotkb:lpoA(gene name)|uniprotkb:Penicillin-binding protein activator LpoA(recommended name)|uniprotkb:lpoA(display_short)	uniprotkb:fadJ(gene name)|uniprotkb:Fatty acid oxidation complex subunit alpha(recommended name)|uniprotkb:fadJ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Arifuzzaman et al. (2006)	pubmed:16606699	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P05825	uniprotkb:P02929	-	-	uniprotkb:fepA(gene name)|uniprotkb:Ferrienterobactin receptor(recommended name)|uniprotkb:fepA(display_short)	uniprotkb:tonB(gene name)|uniprotkb:Protein TonB(recommended name)|uniprotkb:tonB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Skare et al. (1993)	pubmed:8344918	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P02929	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:tonB(gene name)|uniprotkb:Protein TonB(recommended name)|uniprotkb:tonB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ollis et al. (2011)	pubmed:21984795	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P02929	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:tonB(gene name)|uniprotkb:Protein TonB(recommended name)|uniprotkb:tonB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ollis et al. (2009)	pubmed:19627500	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P02929	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:tonB(gene name)|uniprotkb:Protein TonB(recommended name)|uniprotkb:tonB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ollis et al. (2012)	pubmed:22493019	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P02929	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:tonB(gene name)|uniprotkb:Protein TonB(recommended name)|uniprotkb:tonB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ollis et al. (2012)	pubmed:22493017	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABU7	uniprotkb:P02929	-	-	uniprotkb:exbB(gene name)|uniprotkb:Biopolymer transport protein ExbB(recommended name)|uniprotkb:exbB(display_short)	uniprotkb:tonB(gene name)|uniprotkb:Protein TonB(recommended name)|uniprotkb:tonB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Braun et al. (1996)	pubmed:8631671	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABU7	uniprotkb:P02929	-	-	uniprotkb:exbB(gene name)|uniprotkb:Biopolymer transport protein ExbB(recommended name)|uniprotkb:exbB(display_short)	uniprotkb:tonB(gene name)|uniprotkb:Protein TonB(recommended name)|uniprotkb:tonB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Higgs et al. (1998)	pubmed:9811664	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEM0	uniprotkb:P0A7V0	-	-	uniprotkb:fkpB(gene name)|uniprotkb:FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase(recommended name)|uniprotkb:fkpB(display_short)	uniprotkb:rpsB(gene name)|uniprotkb:30S ribosomal protein S2(recommended name)|uniprotkb:rpsB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Quistgaard et al. (2012)	pubmed:22735173	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:Q46896	uniprotkb:P0A812	-	-	uniprotkb:ygbT(gene name)|uniprotkb:CRISPR-associated endonuclease Cas1(recommended name)|uniprotkb:ygbT(display_short)	uniprotkb:ruvB(gene name)|uniprotkb:Holliday junction ATP-dependent DNA helicase RuvB(recommended name)|uniprotkb:ruvB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Babu et al. (2010)	pubmed:21219465	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A814	uniprotkb:P0A812	-	-	uniprotkb:ruvC(gene name)|uniprotkb:Crossover junction endodeoxyribonuclease RuvC(recommended name)|uniprotkb:ruvC(display_short)	uniprotkb:ruvB(gene name)|uniprotkb:Holliday junction ATP-dependent DNA helicase RuvB(recommended name)|uniprotkb:ruvB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Eggleston et al. (1997)	pubmed:9160752	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AF03	uniprotkb:P0AF03	-	-	uniprotkb:mog(gene name)|uniprotkb:Molybdopterin adenylyltransferase(recommended name)|uniprotkb:mog(display_short)	uniprotkb:mog(gene name)|uniprotkb:Molybdopterin adenylyltransferase(recommended name)|uniprotkb:mog(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Liu et al. (2000)	pubmed:10636880	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P12281	uniprotkb:P0AF03	-	-	uniprotkb:moeA(gene name)|uniprotkb:Molybdopterin molybdenumtransferase(recommended name)|uniprotkb:moeA(display_short)	uniprotkb:mog(gene name)|uniprotkb:Molybdopterin adenylyltransferase(recommended name)|uniprotkb:mog(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Magalon et al. (2002)	pubmed:12372836	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P32125	uniprotkb:P0AF03	-	-	uniprotkb:mobB(gene name)|uniprotkb:Molybdopterin-guanine dinucleotide biosynthesis adapter protein(recommended name)|uniprotkb:mobB(display_short)	uniprotkb:mog(gene name)|uniprotkb:Molybdopterin adenylyltransferase(recommended name)|uniprotkb:mog(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Magalon et al. (2002)	pubmed:12372836	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P75915	uniprotkb:P75914	-	-	uniprotkb:ycdY(gene name)|uniprotkb:Chaperone protein YcdY(recommended name)|uniprotkb:ycdY(display_short)	uniprotkb:ycdX(gene name)|uniprotkb:Probable phosphatase YcdX(recommended name)|uniprotkb:ycdX(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Redelberger et al. (2011)	pubmed:21965574	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:Q2EES9	uniprotkb:P38684	-	-	uniprotkb:torI(gene name)|uniprotkb:Response regulator inhibitor for tor operon(recommended name)|uniprotkb:torI(display_short)	uniprotkb:torR(gene name)|uniprotkb:TorCAD operon transcriptional regulatory protein TorR(recommended name)|uniprotkb:torR(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ansaldi et al. (2004)	pubmed:15197250	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEE5	uniprotkb:P0A910	-	-	uniprotkb:mglB(gene name)|uniprotkb:D-galactose-binding periplasmic protein(recommended name)|uniprotkb:mglB(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Zheng et al. (2011)	pubmed:21697552	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AG86	uniprotkb:P0A910	-	-	uniprotkb:secB(gene name)|uniprotkb:Protein-export protein SecB(recommended name)|uniprotkb:secB(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Kumamoto (1989)	pubmed:2664780	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P69411	uniprotkb:P0A910	-	-	uniprotkb:rcsF(gene name)|uniprotkb:Outer membrane lipoprotein RcsF(recommended name)|uniprotkb:rcsF(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Konovalova et al. (2014)	pubmed:25267629	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P69411	uniprotkb:P0A910	-	-	uniprotkb:rcsF(gene name)|uniprotkb:Outer membrane lipoprotein RcsF(recommended name)|uniprotkb:rcsF(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Cho et al. (2014)	pubmed:25525882	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A912	uniprotkb:P0A910	-	-	uniprotkb:pal(gene name)|uniprotkb:Peptidoglycan-associated lipoprotein(recommended name)|uniprotkb:pal(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Clavel et al. (1998)	pubmed:9701827	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A912	uniprotkb:P0A910	-	-	uniprotkb:pal(gene name)|uniprotkb:Peptidoglycan-associated lipoprotein(recommended name)|uniprotkb:pal(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Cascales et al. (2004)	pubmed:14731286	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEU7	uniprotkb:P0A910	-	-	uniprotkb:skp(gene name)|uniprotkb:Chaperone protein Skp(recommended name)|uniprotkb:skp(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Schafer et al. (1999)	pubmed:10455120	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEU7	uniprotkb:P0A910	-	-	uniprotkb:skp(gene name)|uniprotkb:Chaperone protein Skp(recommended name)|uniprotkb:skp(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Bulieris et al. (2002)	pubmed:12509434	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEU7	uniprotkb:P0A910	-	-	uniprotkb:skp(gene name)|uniprotkb:Chaperone protein Skp(recommended name)|uniprotkb:skp(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Chen et al. (1996)	pubmed:8730870	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEU7	uniprotkb:P0A910	-	-	uniprotkb:skp(gene name)|uniprotkb:Chaperone protein Skp(recommended name)|uniprotkb:skp(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Qu et al. (2007)	pubmed:17928002	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AEU7	uniprotkb:P0A910	-	-	uniprotkb:skp(gene name)|uniprotkb:Chaperone protein Skp(recommended name)|uniprotkb:skp(display_short)	uniprotkb:ompA(gene name)|uniprotkb:Outer membrane protein A(recommended name)|uniprotkb:ompA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	De et al. (1999)	pubmed:9914480	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A9P6	uniprotkb:P0ABF1	-	-	uniprotkb:deaD(gene name)|uniprotkb:ATP-dependent RNA helicase DeaD(recommended name)|uniprotkb:deaD(display_short)	uniprotkb:pcnB(gene name)|uniprotkb:"Poly(A) polymerase I"(recommended name)|uniprotkb:pcnB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Raynal et al. (1999)	pubmed:10361280	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P21513	uniprotkb:P0ABF1	-	-	uniprotkb:rne(gene name)|uniprotkb:Ribonuclease E(recommended name)|uniprotkb:rne(display_short)	uniprotkb:pcnB(gene name)|uniprotkb:"Poly(A) polymerase I"(recommended name)|uniprotkb:pcnB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Raynal et al. (1999)	pubmed:10361280	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P21507	uniprotkb:P0ABF1	-	-	uniprotkb:srmB(gene name)|uniprotkb:ATP-dependent RNA helicase SrmB(recommended name)|uniprotkb:srmB(display_short)	uniprotkb:pcnB(gene name)|uniprotkb:"Poly(A) polymerase I"(recommended name)|uniprotkb:pcnB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Raynal et al. (1999)	pubmed:10361280	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P60716	uniprotkb:P0AFG6	-	-	uniprotkb:lipA(gene name)|uniprotkb:Lipoyl synthase(recommended name)|uniprotkb:lipA(display_short)	uniprotkb:sucB(gene name)|uniprotkb:Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex(recommended name)|uniprotkb:sucB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Hassan et al. (2011)	pubmed:21209092	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P60720	uniprotkb:P0AFG6	-	-	uniprotkb:lipB(gene name)|uniprotkb:Octanoyltransferase(recommended name)|uniprotkb:lipB(display_short)	uniprotkb:sucB(gene name)|uniprotkb:Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex(recommended name)|uniprotkb:sucB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Hassan et al. (2011)	pubmed:21209092	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0AC47	uniprotkb:P31129	-	-	uniprotkb:frdB(gene name)|uniprotkb:Fumarate reductase iron-sulfur subunit(recommended name)|uniprotkb:frdB(display_short)	uniprotkb:dgcZ(gene name)|uniprotkb:Diguanylate cyclase DgcZ(recommended name)|uniprotkb:dgcZ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Lacanna et al. (2016)	pubmed:27402625	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0A8I1	uniprotkb:P00582	-	-	uniprotkb:yqgF(gene name)|uniprotkb:Putative pre-16S rRNA nuclease(recommended name)|uniprotkb:yqgF(display_short)	uniprotkb:polA(gene name)|uniprotkb:DNA polymerase I(recommended name)|uniprotkb:polA(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Kumar et al. (2016)	pubmed:26774489	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P39099	uniprotkb:P39099	-	-	uniprotkb:degQ(gene name)|uniprotkb:Periplasmic pH-dependent serine endoprotease DegQ(recommended name)|uniprotkb:degQ(display_short)	uniprotkb:degQ(gene name)|uniprotkb:Periplasmic pH-dependent serine endoprotease DegQ(recommended name)|uniprotkb:degQ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Malet et al. (2012)	pubmed:22245966	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P39099	uniprotkb:P39099	-	-	uniprotkb:degQ(gene name)|uniprotkb:Periplasmic pH-dependent serine endoprotease DegQ(recommended name)|uniprotkb:degQ(display_short)	uniprotkb:degQ(gene name)|uniprotkb:Periplasmic pH-dependent serine endoprotease DegQ(recommended name)|uniprotkb:degQ(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Bai et al. (2011)	pubmed:21893291	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P60716	uniprotkb:P06959	-	-	uniprotkb:lipA(gene name)|uniprotkb:Lipoyl synthase(recommended name)|uniprotkb:lipA(display_short)	uniprotkb:aceF(gene name)|uniprotkb:Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex(recommended name)|uniprotkb:aceF(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Hassan et al. (2011)	pubmed:21209092	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P60720	uniprotkb:P06959	-	-	uniprotkb:lipB(gene name)|uniprotkb:Octanoyltransferase(recommended name)|uniprotkb:lipB(display_short)	uniprotkb:aceF(gene name)|uniprotkb:Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex(recommended name)|uniprotkb:aceF(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Hassan et al. (2011)	pubmed:21209092	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P0ABU7	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:exbB(gene name)|uniprotkb:Biopolymer transport protein ExbB(recommended name)|uniprotkb:exbB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Sverzhinsky et al. (2014)	pubmed:24657092	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P0ABU7	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:exbB(gene name)|uniprotkb:Biopolymer transport protein ExbB(recommended name)|uniprotkb:exbB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Celia et al. (2016)	pubmed:27654919	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P0ABU7	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:exbB(gene name)|uniprotkb:Biopolymer transport protein ExbB(recommended name)|uniprotkb:exbB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ollis et al. (2012)	pubmed:22493019	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P0ABU7	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:exbB(gene name)|uniprotkb:Biopolymer transport protein ExbB(recommended name)|uniprotkb:exbB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ollis et al. (2009)	pubmed:19627500	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ABV2	uniprotkb:P0ABU7	-	-	uniprotkb:exbD(gene name)|uniprotkb:Biopolymer transport protein ExbD(recommended name)|uniprotkb:exbD(display_short)	uniprotkb:exbB(gene name)|uniprotkb:Biopolymer transport protein ExbB(recommended name)|uniprotkb:exbB(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Ollis et al. (2011)	pubmed:21984795	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P64467	uniprotkb:P0ACF8	-	-	uniprotkb:cnu(gene name)|uniprotkb:OriC-binding nucleoid-associated protein(recommended name)|uniprotkb:cnu(display_short)	uniprotkb:hns(gene name)|uniprotkb:DNA-binding protein H-NS(recommended name)|uniprotkb:hns(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Paytubi et al. (2004)	pubmed:15458420	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P0ACE3	uniprotkb:P0ACF8	-	-	uniprotkb:hha(gene name)|uniprotkb:Hemolysin expression-modulating protein Hha(recommended name)|uniprotkb:hha(display_short)	uniprotkb:hns(gene name)|uniprotkb:DNA-binding protein H-NS(recommended name)|uniprotkb:hns(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	Nieto et al. (2002)	pubmed:11790731	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P02919	uniprotkb:P0AGC3	-	-	uniprotkb:mrcB(gene name)|uniprotkb:Penicillin-binding protein 1B(recommended name)|uniprotkb:mrcB(display_short)	uniprotkb:slt(gene name)|uniprotkb:Soluble lytic murein transglycosylase(recommended name)|uniprotkb:slt(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	von et al. (1996)	pubmed:9158739	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
uniprotkb:P76577	uniprotkb:P0AGC3	-	-	uniprotkb:pbpC(gene name)|uniprotkb:Penicillin-binding protein 1C(recommended name)|uniprotkb:pbpC(display_short)	uniprotkb:slt(gene name)|uniprotkb:Soluble lytic murein transglycosylase(recommended name)|uniprotkb:slt(display_short)	psi-mi:"MI:0045"(experimental interaction detection)	von et al. (1996)	pubmed:9158739	taxid:83333("Escherichia coli (strain K12)")	taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0466"(ecocyc)	-	-
